"","origin","destination","weight"
"1","UKC1","UKC1",79776
"2","UKC1","UKC2",3236
"3","UKC1","UKD1",39
"4","UKC1","UKD3",214
"5","UKC1","UKD4",6363
"6","UKC1","UKD6",69
"7","UKC1","UKD7",32
"8","UKC1","UKE1",9
"9","UKC1","UKE2",252
"10","UKC1","UKE3",83
"11","UKC1","UKE4",113
"12","UKC1","UKF1",238
"13","UKC1","UKF2",67
"14","UKC1","UKF3",74
"15","UKC1","UKG1",152
"16","UKC1","UKG2",1018
"17","UKC1","UKG3",196
"18","UKC1","UKH1",231
"19","UKC1","UKH2",339
"20","UKC1","UKH3",184
"21","UKC1","UKI1",28491
"22","UKC1","UKI2",908
"23","UKC1","UKJ1",608
"24","UKC1","UKJ2",333
"25","UKC1","UKJ3",390
"26","UKC1","UKJ4",238
"27","UKC1","UKK1",638
"28","UKC1","UKK2",50
"29","UKC1","UKK3",24
"30","UKC1","UKK4",84
"31","UKC1","UKL1",255
"32","UKC1","UKL2",97
"33","UKC1","UKM2",215
"34","UKC1","UKM3",51
"35","UKC1","UKM5",1
"36","UKC1","UKM6",34
"37","UKC1","UKN0",21
"38","UKC2","UKC1",325
"39","UKC2","UKC2",116034
"40","UKC2","UKD1",324
"41","UKC2","UKD3",727
"42","UKC2","UKD4",70
"43","UKC2","UKD6",1322
"44","UKC2","UKD7",2
"45","UKC2","UKE1",2
"46","UKC2","UKE2",667
"47","UKC2","UKE3",25600
"48","UKC2","UKE4",656
"49","UKC2","UKF1",507
"50","UKC2","UKF2",1249
"51","UKC2","UKF3",95
"52","UKC2","UKG1",55
"53","UKC2","UKG2",483
"54","UKC2","UKG3",1151
"55","UKC2","UKH1",822
"56","UKC2","UKH2",2035
"57","UKC2","UKH3",333
"58","UKC2","UKI1",62052
"59","UKC2","UKI2",4738
"60","UKC2","UKJ1",2373
"61","UKC2","UKJ2",2669
"62","UKC2","UKJ3",1064
"63","UKC2","UKJ4",104
"64","UKC2","UKK1",738
"65","UKC2","UKK2",64
"66","UKC2","UKK3",11
"67","UKC2","UKK4",634
"68","UKC2","UKL1",560
"69","UKC2","UKL2",40
"70","UKC2","UKM2",259
"71","UKC2","UKM3",742
"72","UKC2","UKM5",1
"73","UKC2","UKM6",26
"74","UKC2","UKN0",4
"75","UKD1","UKC1",10
"76","UKD1","UKC2",358
"77","UKD1","UKD1",968643
"78","UKD1","UKD3",21092
"79","UKD1","UKD4",303
"80","UKD1","UKD6",34
"81","UKD1","UKD7",1
"82","UKD1","UKE1",30
"83","UKD1","UKE2",611
"84","UKD1","UKE3",8
"85","UKD1","UKE4",59
