"","origin","destination","weight"
"1","UKC1","UKC1",3656
"2","UKC1","UKC2",45
"3","UKC1","UKD1",74
"4","UKC1","UKD3",4
"5","UKC1","UKD4",8
"6","UKC1","UKD6",7
"7","UKC1","UKE2",23
"8","UKC1","UKE3",15
"9","UKC1","UKE4",11
"10","UKC1","UKF1",50
"11","UKC1","UKF2",160
"12","UKC1","UKF3",20
"13","UKC1","UKG1",6
"14","UKC1","UKG2",22
"15","UKC1","UKG3",113
"16","UKC1","UKH1",9
"17","UKC1","UKH2",3
"18","UKC1","UKH3",5
"19","UKC1","UKI1",103
"20","UKC1","UKI2",16
"21","UKC1","UKJ1",76
"22","UKC1","UKJ2",22
"23","UKC1","UKJ3",20
"24","UKC1","UKJ4",2
"25","UKC1","UKK1",29
"26","UKC1","UKK2",8
"27","UKC1","UKK3",2
"28","UKC1","UKK4",155
"29","UKC1","UKL1",2
"30","UKC1","UKL2",4
"31","UKC1","UKM2",2
"32","UKC1","UKM3",29
"33","UKC1","UKM5",2
"34","UKC2","UKC1",14
"35","UKC2","UKC2",9749
"36","UKC2","UKD1",20
"37","UKC2","UKD3",16
"38","UKC2","UKD4",11
"39","UKC2","UKD6",7
"40","UKC2","UKD7",5
"41","UKC2","UKE1",28
"42","UKC2","UKE2",8
"43","UKC2","UKE3",17
"44","UKC2","UKE4",65
"45","UKC2","UKF1",22
"46","UKC2","UKF2",34
"47","UKC2","UKF3",23
"48","UKC2","UKG1",30
"49","UKC2","UKG2",17
"50","UKC2","UKG3",41
"51","UKC2","UKH1",13
"52","UKC2","UKH2",10
"53","UKC2","UKH3",13
"54","UKC2","UKI1",88
"55","UKC2","UKI2",35
"56","UKC2","UKJ1",17
"57","UKC2","UKJ2",46
"58","UKC2","UKJ3",18
"59","UKC2","UKJ4",38
"60","UKC2","UKK1",151
"61","UKC2","UKK2",6
"62","UKC2","UKK3",1
"63","UKC2","UKK4",1
"64","UKC2","UKL1",10
"65","UKC2","UKL2",2
"66","UKC2","UKM2",40
"67","UKC2","UKM3",26
