"","origin","destination","weight"
"1","UKC1","UKC1",9895
"2","UKC1","UKC2",870
"3","UKC1","UKD1",66
"4","UKC1","UKD3",274
"5","UKC1","UKD4",194
"6","UKC1","UKD6",410
"7","UKC1","UKD7",5
"8","UKC1","UKE1",1653
"9","UKC1","UKE2",1320
"10","UKC1","UKE3",862
"11","UKC1","UKE4",1112
"12","UKC1","UKF1",1400
"13","UKC1","UKF2",570
"14","UKC1","UKF3",16
"15","UKC1","UKG1",526
"16","UKC1","UKG2",475
"17","UKC1","UKG3",128
"18","UKC1","UKH1",4523
"19","UKC1","UKH2",2662
"20","UKC1","UKH3",64
"21","UKC1","UKI1",3648
"22","UKC1","UKI2",406
"23","UKC1","UKJ1",198
"24","UKC1","UKJ2",562
"25","UKC1","UKJ3",1782
"26","UKC1","UKJ4",145
"27","UKC1","UKK1",118
"28","UKC1","UKK2",1033
"29","UKC1","UKK3",15
"30","UKC1","UKK4",79
"31","UKC1","UKL1",113
"32","UKC1","UKL2",873
"33","UKC1","UKM2",96
"34","UKC1","UKM3",772
"35","UKC1","UKM5",1
"36","UKC1","UKM6",8
"37","UKC1","UKN0",377
"38","UKC2","UKC1",11233
"39","UKC2","UKC2",35371
"40","UKC2","UKD1",4618
"41","UKC2","UKD3",2189
"42","UKC2","UKD4",380
"43","UKC2","UKD6",113
"44","UKC2","UKD7",40
"45","UKC2","UKE1",621
"46","UKC2","UKE2",215
"47","UKC2","UKE3",462
"48","UKC2","UKE4",895
"49","UKC2","UKF1",5428
"50","UKC2","UKF2",279
"51","UKC2","UKF3",766
"52","UKC2","UKG1",575
"53","UKC2","UKG2",2205
"54","UKC2","UKG3",628
"55","UKC2","UKH1",2915
"56","UKC2","UKH2",979
"57","UKC2","UKH3",156
"58","UKC2","UKI1",18028
"59","UKC2","UKI2",2997
"60","UKC2","UKJ1",10205
"61","UKC2","UKJ2",27979
"62","UKC2","UKJ3",797
"63","UKC2","UKJ4",261
"64","UKC2","UKK1",7678
"65","UKC2","UKK2",587
"66","UKC2","UKK3",1202
"67","UKC2","UKK4",27184
"68","UKC2","UKL1",90
"69","UKC2","UKL2",942
"70","UKC2","UKM2",342
"71","UKC2","UKM3",28273
"72","UKC2","UKM5",35
"73","UKC2","UKM6",54
"74","UKC2","UKN0",19
"75","UKD1","UKC1",18
"76","UKD1","UKC2",393
"77","UKD1","UKD1",39966
"78","UKD1","UKD3",1549
"79","UKD1","UKD4",2189
"80","UKD1","UKD6",61
"81","UKD1","UKD7",21
"82","UKD1","UKE1",200
"83","UKD1","UKE2",4529
"84","UKD1","UKE3",1759
"85","UKD1","UKE4",181
"86","UKD1","UKF1",405
"87","UKD1","UKF2",275
"88","UKD1","UKF3",116
"89","UKD1","UKG1",147
"90","UKD1","UKG2",393
"91","UKD1","UKG3",60
"92","UKD1","UKH1",128
"93","UKD1","UKH2",682
"94","UKD1","UKH3",236
"95","UKD1","UKI1",934
"96","UKD1","UKI2",748
"97","UKD1","UKJ1",614
"98","UKD1","UKJ2",145
"99","UKD1","UKJ3",188
"100","UKD1","UKJ4",1260
"101","UKD1","UKK1",633
"102","UKD1","UKK2",129
"103","UKD1","UKK3",63
"104","UKD1","UKK4",434
"105","UKD1","UKL1",187
"106","UKD1","UKL2",29
"107","UKD1","UKM2",1957
"108","UKD1","UKM3",1197
"109","UKD1","UKM6",88
"110","UKD1","UKN0",56
"111","UKD3","UKC1",2479
"112","UKD3","UKC2",941
"113","UKD3","UKD1",2730
"114","UKD3","UKD3",114305
"115","UKD3","UKD4",5939
"116","UKD3","UKD6",6406
"117","UKD3","UKD7",4481
"118","UKD3","UKE1",339
"119","UKD3","UKE2",966
"120","UKD3","UKE3",1895
"121","UKD3","UKE4",30975
"122","UKD3","UKF1",8848
"123","UKD3","UKF2",1776
"124","UKD3","UKF3",1304
