"","origin","destination","weight"
"1","UKC1","UKC1",117257
"2","UKC1","UKC2",17397
"3","UKC1","UKD1",260
"4","UKC1","UKD3",1775
"5","UKC1","UKD4",121
"6","UKC1","UKD6",64
"7","UKC1","UKD7",39
"8","UKC1","UKE1",19
"9","UKC1","UKE2",386
"10","UKC1","UKE3",544
"11","UKC1","UKE4",65
"12","UKC1","UKF1",217
"13","UKC1","UKF2",90
"14","UKC1","UKF3",353
"15","UKC1","UKG1",83
"16","UKC1","UKG2",131
"17","UKC1","UKG3",215
"18","UKC1","UKH1",216
"19","UKC1","UKH2",218
"20","UKC1","UKH3",103
"21","UKC1","UKI1",682
"22","UKC1","UKI2",367
"23","UKC1","UKJ1",486
"24","UKC1","UKJ2",1431
"25","UKC1","UKJ3",153
"26","UKC1","UKJ4",149
"27","UKC1","UKK1",173
"28","UKC1","UKK2",89
"29","UKC1","UKK3",20
"30","UKC1","UKK4",130
"31","UKC1","UKL1",712
"32","UKC1","UKL2",27
"33","UKC1","UKM2",252
"34","UKC1","UKM3",103
"35","UKC1","UKM5",19
"36","UKC1","UKM6",29
"37","UKC1","UKN0",65
"38","UKC2","UKC1",23886
"39","UKC2","UKC2",38820
"40","UKC2","UKD1",328
"41","UKC2","UKD3",1022
"42","UKC2","UKD4",223
"43","UKC2","UKD6",3147
"44","UKC2","UKD7",8
"45","UKC2","UKE1",198
"46","UKC2","UKE2",116
"47","UKC2","UKE3",40
"48","UKC2","UKE4",47
"49","UKC2","UKF1",772
"50","UKC2","UKF2",46
"51","UKC2","UKF3",24
"52","UKC2","UKG1",100
"53","UKC2","UKG2",79
"54","UKC2","UKG3",237
"55","UKC2","UKH1",2808
"56","UKC2","UKH2",204
"57","UKC2","UKH3",73
"58","UKC2","UKI1",2589
"59","UKC2","UKI2",1743
"60","UKC2","UKJ1",927
"61","UKC2","UKJ2",455
"62","UKC2","UKJ3",1192
"63","UKC2","UKJ4",452
"64","UKC2","UKK1",103
"65","UKC2","UKK2",183
"66","UKC2","UKK3",24
"67","UKC2","UKK4",211
"68","UKC2","UKL1",2013
"69","UKC2","UKL2",41
"70","UKC2","UKM2",1550
"71","UKC2","UKM3",137
"72","UKC2","UKM5",14
"73","UKC2","UKM6",28
"74","UKC2","UKN0",6225
"75","UKD1","UKC1",277
"76","UKD1","UKC2",395
"77","UKD1","UKD1",75133
"78","UKD1","UKD3",560
"79","UKD1","UKD4",873
"80","UKD1","UKD6",191
"81","UKD1","UKD7",17
"82","UKD1","UKE1",110
"83","UKD1","UKE2",95
"84","UKD1","UKE3",1093
"85","UKD1","UKE4",119
"86","UKD1","UKF1",444
"87","UKD1","UKF2",102
"88","UKD1","UKF3",22
"89","UKD1","UKG1",146
"90","UKD1","UKG2",47
"91","UKD1","UKG3",55
"92","UKD1","UKH1",460
"93","UKD1","UKH2",229
"94","UKD1","UKH3",41
"95","UKD1","UKI1",1169
"96","UKD1","UKI2",372
"97","UKD1","UKJ1",213
"98","UKD1","UKJ2",133
"99","UKD1","UKJ3",80
"100","UKD1","UKJ4",29
"101","UKD1","UKK1",173
"102","UKD1","UKK2",58
"103","UKD1","UKK3",22
"104","UKD1","UKK4",116
"105","UKD1","UKL1",267
"106","UKD1","UKL2",67
"107","UKD1","UKM2",209
"108","UKD1","UKM3",51
"109","UKD1","UKM5",12
"110","UKD1","UKM6",34
"111","UKD1","UKN0",21
"112","UKD3","UKC1",643
"113","UKD3","UKC2",3926
"114","UKD3","UKD1",592
"115","UKD3","UKD3",213711
"116","UKD3","UKD4",2685
"117","UKD3","UKD6",3851
"118","UKD3","UKD7",170
"119","UKD3","UKE1",73
"120","UKD3","UKE2",996
"121","UKD3","UKE3",531
"122","UKD3","UKE4",460
"123","UKD3","UKF1",953
"124","UKD3","UKF2",782
"125","UKD3","UKF3",103
"126","UKD3","UKG1",670
"127","UKD3","UKG2",133
"128","UKD3","UKG3",2063
"129","UKD3","UKH1",6322
"130","UKD3","UKH2",7846
"131","UKD3","UKH3",200367
"132","UKD3","UKI1",26247
"133","UKD3","UKI2",16139
"134","UKD3","UKJ1",2508
"135","UKD3","UKJ2",8967
"136","UKD3","UKJ3",1291
"137","UKD3","UKJ4",2086
"138","UKD3","UKK1",1825
"139","UKD3","UKK2",232
"140","UKD3","UKK3",137
"141","UKD3","UKK4",1591
"142","UKD3","UKL1",439
"143","UKD3","UKL2",101
"144","UKD3","UKM2",585
"145","UKD3","UKM3",691
"146","UKD3","UKM5",17
"147","UKD3","UKM6",68
"148","UKD3","UKN0",59
"149","UKD4","UKC1",178
"150","UKD4","UKC2",409
"151","UKD4","UKD1",239
"152","UKD4","UKD3",1840
"153","UKD4","UKD4",11899
"154","UKD4","UKD6",589
"155","UKD4","UKD7",73
"156","UKD4","UKE1",217
"157","UKD4","UKE2",294
"158","UKD4","UKE3",83
"159","UKD4","UKE4",314
"160","UKD4","UKF1",510
"161","UKD4","UKF2",226
"162","UKD4","UKF3",387
"163","UKD4","UKG1",207
"164","UKD4","UKG2",218
"165","UKD4","UKG3",385
"166","UKD4","UKH1",404
"167","UKD4","UKH2",568
"168","UKD4","UKH3",164
"169","UKD4","UKI1",2073
"170","UKD4","UKI2",1470
"171","UKD4","UKJ1",583
"172","UKD4","UKJ2",1860
"173","UKD4","UKJ3",495
"174","UKD4","UKJ4",625
"175","UKD4","UKK1",496
"176","UKD4","UKK2",142
"177","UKD4","UKK3",175
"178","UKD4","UKK4",320
"179","UKD4","UKL1",158
"180","UKD4","UKL2",48
"181","UKD4","UKM2",649
"182","UKD4","UKM3",352
"183","UKD4","UKM5",30
"184","UKD4","UKM6",77
"185","UKD4","UKN0",136
"186","UKD6","UKC1",180
"187","UKD6","UKC2",235
"188","UKD6","UKD1",3250
"189","UKD6","UKD3",4617
"190","UKD6","UKD4",850
"191","UKD6","UKD6",42370
"192","UKD6","UKD7",22
"193","UKD6","UKE1",56
"194","UKD6","UKE2",143
"195","UKD6","UKE3",16609
"196","UKD6","UKE4",74
"197","UKD6","UKF1",836
"198","UKD6","UKF2",125
"199","UKD6","UKF3",83
"200","UKD6","UKG1",91
"201","UKD6","UKG2",1359
"202","UKD6","UKG3",172
"203","UKD6","UKH1",25635
"204","UKD6","UKH2",801
"205","UKD6","UKH3",201
"206","UKD6","UKI1",2568
"207","UKD6","UKI2",871
"208","UKD6","UKJ1",522
"209","UKD6","UKJ2",492
"210","UKD6","UKJ3",190
"211","UKD6","UKJ4",2895
"212","UKD6","UKK1",2548
"213","UKD6","UKK2",44
"214","UKD6","UKK3",62
"215","UKD6","UKK4",82
"216","UKD6","UKL1",59
"217","UKD6","UKL2",28
"218","UKD6","UKM2",111
"219","UKD6","UKM3",76
"220","UKD6","UKM6",3
"221","UKD6","UKN0",22
"222","UKD7","UKC1",67
"223","UKD7","UKC2",100
"224","UKD7","UKD1",6
"225","UKD7","UKD3",1118
"226","UKD7","UKD4",103
"227","UKD7","UKD6",105
"228","UKD7","UKD7",3565
"229","UKD7","UKE1",19
"230","UKD7","UKE2",9
"231","UKD7","UKE3",18
"232","UKD7","UKE4",136
"233","UKD7","UKF1",120
"234","UKD7","UKF2",23
"235","UKD7","UKF3",8
"236","UKD7","UKG1",67
"237","UKD7","UKG2",24
"238","UKD7","UKG3",25
"239","UKD7","UKH1",141
"240","UKD7","UKH2",32
"241","UKD7","UKH3",3
"242","UKD7","UKI1",911
"243","UKD7","UKI2",52
"244","UKD7","UKJ1",58
"245","UKD7","UKJ2",7
"246","UKD7","UKJ3",29
"247","UKD7","UKJ4",14
"248","UKD7","UKK1",7
"249","UKD7","UKK2",23
"250","UKD7","UKK3",11
"251","UKD7","UKK4",83
"252","UKD7","UKL1",28
"253","UKD7","UKL2",2
"254","UKD7","UKM2",50
"255","UKD7","UKM3",73
"256","UKD7","UKM5",3
"257","UKD7","UKM6",71
"258","UKE1","UKC1",25
"259","UKE1","UKC2",32
"260","UKE1","UKD1",141
"261","UKE1","UKD3",81
"262","UKE1","UKD4",48
"263","UKE1","UKD6",50
"264","UKE1","UKD7",4
"265","UKE1","UKE1",8073
"266","UKE1","UKE2",69
"267","UKE1","UKE3",93
"268","UKE1","UKE4",942
"269","UKE1","UKF1",469
"270","UKE1","UKF2",158
"271","UKE1","UKF3",206
"272","UKE1","UKG1",309
"273","UKE1","UKG2",49
"274","UKE1","UKG3",35
"275","UKE1","UKH1",703
"276","UKE1","UKH2",216
"277","UKE1","UKH3",81
"278","UKE1","UKI1",1343
"279","UKE1","UKI2",1265
"280","UKE1","UKJ1",221
"281","UKE1","UKJ2",120
"282","UKE1","UKJ3",386
"283","UKE1","UKJ4",242
"284","UKE1","UKK1",3655
"285","UKE1","UKK2",73
"286","UKE1","UKK3",19
"287","UKE1","UKK4",65
"288","UKE1","UKL1",1068
"289","UKE1","UKL2",8
"290","UKE1","UKM2",178
"291","UKE1","UKM3",73
"292","UKE1","UKM5",6
"293","UKE1","UKM6",47
"294","UKE1","UKN0",20
"295","UKE2","UKC1",602
"296","UKE2","UKC2",133
"297","UKE2","UKD1",75
"298","UKE2","UKD3",1635
"299","UKE2","UKD4",431
"300","UKE2","UKD6",50
"301","UKE2","UKD7",14
"302","UKE2","UKE1",76
"303","UKE2","UKE2",28172
"304","UKE2","UKE3",2008
"305","UKE2","UKE4",1304
"306","UKE2","UKF1",200
"307","UKE2","UKF2",181
"308","UKE2","UKF3",353
