"","origin","destination","weight"
"1","UKC1","UKC1",20669
"2","UKC1","UKC2",123
"3","UKC1","UKD1",7
"4","UKC1","UKD3",470
"5","UKC1","UKD4",36
"6","UKC1","UKD6",16
"7","UKC1","UKD7",7
"8","UKC1","UKE1",29
"9","UKC1","UKE2",83
"10","UKC1","UKE3",14
"11","UKC1","UKE4",35
"12","UKC1","UKF1",56
"13","UKC1","UKF2",25
"14","UKC1","UKF3",3
"15","UKC1","UKG1",47
"16","UKC1","UKG2",19
"17","UKC1","UKG3",165
"18","UKC1","UKH1",159
"19","UKC1","UKH2",83
"20","UKC1","UKH3",24
"21","UKC1","UKI1",216
"22","UKC1","UKI2",102
"23","UKC1","UKJ1",44
"24","UKC1","UKJ2",1133
"25","UKC1","UKJ3",29
"26","UKC1","UKJ4",14
"27","UKC1","UKK1",132
"28","UKC1","UKK2",25
"29","UKC1","UKK3",28
"30","UKC1","UKK4",54
"31","UKC1","UKL1",64
"32","UKC1","UKL2",15
"33","UKC1","UKM2",55
"34","UKC1","UKM3",12
"35","UKC1","UKM5",2
"36","UKC1","UKM6",10
"37","UKC1","UKN0",13
"38","UKC2","UKC1",4090
"39","UKC2","UKC2",32387
"40","UKC2","UKD1",47
"41","UKC2","UKD3",243
"42","UKC2","UKD4",39
"43","UKC2","UKD6",22
"44","UKC2","UKD7",5
"45","UKC2","UKE1",42
"46","UKC2","UKE2",43
"47","UKC2","UKE3",17
"48","UKC2","UKE4",490
"49","UKC2","UKF1",43
"50","UKC2","UKF2",71
"51","UKC2","UKF3",38
"52","UKC2","UKG1",37
"53","UKC2","UKG2",29
"54","UKC2","UKG3",92
"55","UKC2","UKH1",67
"56","UKC2","UKH2",116
"57","UKC2","UKH3",70
"58","UKC2","UKI1",905
"59","UKC2","UKI2",154
"60","UKC2","UKJ1",878
"61","UKC2","UKJ2",221
"62","UKC2","UKJ3",1055
"63","UKC2","UKJ4",89
"64","UKC2","UKK1",151
"65","UKC2","UKK2",103
"66","UKC2","UKK3",30
"67","UKC2","UKK4",186
"68","UKC2","UKL1",38
"69","UKC2","UKL2",24
"70","UKC2","UKM2",785
"71","UKC2","UKM3",78
"72","UKC2","UKM5",13
"73","UKC2","UKM6",4
"74","UKC2","UKN0",7
"75","UKD1","UKC1",4
"76","UKD1","UKC2",20
"77","UKD1","UKD1",4862
"78","UKD1","UKD3",618
"79","UKD1","UKD4",37
"80","UKD1","UKD6",14
"81","UKD1","UKD7",1
"82","UKD1","UKE1",10
"83","UKD1","UKE2",14
"84","UKD1","UKE3",3
"85","UKD1","UKE4",28
"86","UKD1","UKF1",122
"87","UKD1","UKF2",6
"88","UKD1","UKF3",7
"89","UKD1","UKG1",21
"90","UKD1","UKG2",3
