"","origin","destination","weight"
"1","UKC1","UKC1",7
"2","UKC1","UKE2",1
"3","UKC1","UKI1",2
"4","UKC1","UKJ1",1
"5","UKC1","UKJ2",1
"6","UKC1","UKK2",1
"7","UKC1","UKM2",2
"8","UKC2","UKC1",1
"9","UKC2","UKC2",3
"10","UKC2","UKD1",1
"11","UKC2","UKE2",2
"12","UKC2","UKI1",3
"13","UKC2","UKJ1",1
"14","UKC2","UKM2",1
"15","UKD1","UKD1",5
"16","UKD1","UKD3",1
"17","UKD1","UKD4",2
"18","UKD1","UKE2",1
"19","UKD1","UKE4",2
"20","UKD1","UKG1",1
"21","UKD1","UKG2",1
"22","UKD1","UKG3",1
"23","UKD1","UKI2",1
"24","UKD1","UKK2",1
"25","UKD1","UKK4",1
"26","UKD1","UKL1",1
"27","UKD1","UKM3",1
"28","UKD1","UKM6",1
"29","UKD1","UKN0",1
"30","UKD3","UKD3",14
"31","UKD3","UKD4",2
"32","UKD3","UKE2",1
"33","UKD3","UKE4",1
"34","UKD3","UKF1",1
"35","UKD3","UKG2",1
"36","UKD3","UKG3",1
"37","UKD3","UKH3",1
"38","UKD3","UKI1",3
"39","UKD3","UKJ1",5
"40","UKD3","UKJ3",1
"41","UKD3","UKJ4",1
"42","UKD3","UKK2",1
"43","UKD4","UKD3",1
"44","UKD4","UKD4",4
"45","UKD4","UKD7",1
"46","UKD4","UKF2",1
"47","UKD4","UKI2",1
"48","UKD4","UKJ1",2
"49","UKD4","UKK1",2
"50","UKD4","UKM2",1
"51","UKD6","UKC1",1
"52","UKD6","UKD3",3
"53","UKD6","UKD6",3
"54","UKD6","UKE3",1
"55","UKD6","UKE4",1
"56","UKD6","UKF1",1
"57","UKD6","UKF3",1
"58","UKD6","UKG1",1
"59","UKD6","UKI2",2
"60","UKD6","UKJ1",2
"61","UKD6","UKJ3",1
"62","UKD6","UKK1",1
"63","UKD7","UKC1",1
"64","UKD7","UKD3",1
"65","UKD7","UKD4",1
"66","UKD7","UKD6",1
"67","UKD7","UKI1",1
"68","UKD7","UKJ1",1
"69","UKD7","UKK1",1
"70","UKE1","UKF3",1
"71","UKE1","UKI2",1
"72","UKE1","UKK1",1
"73","UKE1","UKL1",1
"74","UKE2","UKC1",1
"75","UKE2","UKD4",1
"76","UKE2","UKE2",4
"77","UKE2","UKE3",1
"78","UKE2","UKE4",1
"79","UKE2","UKF1",1
"80","UKE2","UKJ1",1
"81","UKE2","UKJ3",2
"82","UKE2","UKJ4",1
"83","UKE2","UKK1",1
"84","UKE3","UKD3",1
"85","UKE3","UKE3",4
"86","UKE3","UKI1",1
"87","UKE3","UKJ1",1
"88","UKE3","UKK2",1
"89","UKE3","UKL2",1
"90","UKE4","UKD6",1
"91","UKE4","UKE4",6
"92","UKE4","UKF2",1
"93","UKE4","UKG1",1
"94","UKE4","UKG2",1
"95","UKE4","UKG3",1
"96","UKE4","UKI2",1
"97","UKE4","UKJ1",1
"98","UKE4","UKJ3",1
"99","UKE4","UKK4",1
"100","UKE4","UKL1",1
"101","UKE4","UKL2",1
"102","UKE4","UKM2",1
"103","UKE4","UKM5",1
"104","UKF1","UKC1",1
"105","UKF1","UKD4",2
"106","UKF1","UKE1",1
"107","UKF1","UKF1",6
"108","UKF1","UKF2",1
"109","UKF1","UKH1",2
"110","UKF1","UKH2",1
"111","UKF1","UKH3",3
"112","UKF1","UKI1",3
"113","UKF1","UKI2",1
"114","UKF1","UKJ2",2
"115","UKF1","UKJ4",2
"116","UKF2","UKD1",1
"117","UKF2","UKD3",1
"118","UKF2","UKE3",1
"119","UKF2","UKF1",1
"120","UKF2","UKF2",4
"121","UKF2","UKI1",1
"122","UKF2","UKI2",1
"123","UKF2","UKJ1",1
"124","UKF2","UKJ2",1
"125","UKF2","UKJ3",1
"126","UKF2","UKK1",2
"127","UKF2","UKM2",1
"128","UKF3","UKF3",5
"129","UKF3","UKG3",1
"130","UKF3","UKI1",2
"131","UKF3","UKI2",1
"132","UKF3","UKL1",1
"133","UKG1","UKC1",2
"134","UKG1","UKD3",1
"135","UKG1","UKD4",2
"136","UKG1","UKD6",1
"137","UKG1","UKF3",1
"138","UKG1","UKG1",7
"139","UKG1","UKH2",1
"140","UKG1","UKI1",1
"141","UKG1","UKI2",1
"142","UKG1","UKJ1",2
"143","UKG1","UKJ2",1
"144","UKG1","UKJ4",1
"145","UKG1","UKK1",2
"146","UKG1","UKK4",1
"147","UKG1","UKM2",2
"148","UKG2","UKD4",1
"149","UKG2","UKE4",1
"150","UKG2","UKF2",2
"151","UKG2","UKG1",1
"152","UKG2","UKG2",5
"153","UKG2","UKG3",2
"154","UKG2","UKH1",1
"155","UKG2","UKH2",1
"156","UKG2","UKI2",1
"157","UKG2","UKJ1",5
"158","UKG2","UKJ2",1
"159","UKG2","UKJ4",1
"160","UKG2","UKK1",1
"161","UKG2","UKM2",1
"162","UKG3","UKE2",1
"163","UKG3","UKG3",14
"164","UKG3","UKH1",1
"165","UKG3","UKJ2",1
"166","UKG3","UKJ3",2
"167","UKG3","UKK1",1
"168","UKH1","UKC1",1
"169","UKH1","UKD3",2
"170","UKH1","UKD4",1
"171","UKH1","UKD7",3
"172","UKH1","UKF2",1
"173","UKH1","UKF3",1
"174","UKH1","UKG1",1
"175","UKH1","UKH1",15
"176","UKH1","UKH2",3
"177","UKH1","UKH3",2
"178","UKH1","UKI1",3
"179","UKH1","UKI2",7
"180","UKH1","UKJ1",5
"181","UKH1","UKJ2",2
"182","UKH1","UKJ3",1
"183","UKH1","UKK1",2
"184","UKH1","UKL1",1
"185","UKH1","UKM2",2
"186","UKH1","UKM6",1
"187","UKH2","UKD3",1
"188","UKH2","UKE4",1
"189","UKH2","UKF2",1
"190","UKH2","UKH2",6
"191","UKH2","UKH3",1
"192","UKH2","UKI1",3
"193","UKH2","UKI2",2
"194","UKH2","UKJ1",2
"195","UKH2","UKJ2",2
"196","UKH2","UKK4",1
"197","UKH2","UKM2",1
"198","UKH3","UKC1",1
"199","UKH3","UKD4",1
"200","UKH3","UKE1",1
"201","UKH3","UKE4",1
"202","UKH3","UKF1",1
"203","UKH3","UKG1",1
"204","UKH3","UKG3",1
"205","UKH3","UKH1",2
"206","UKH3","UKH2",2
"207","UKH3","UKH3",8
"208","UKH3","UKI1",4
"209","UKH3","UKI2",2
"210","UKH3","UKJ1",1
"211","UKH3","UKJ3",1
"212","UKH3","UKJ4",1
"213","UKH3","UKL1",1
"214","UKI1","UKC1",8
"215","UKI1","UKC2",3
"216","UKI1","UKD1",3
"217","UKI1","UKD3",18
"218","UKI1","UKD4",9
"219","UKI1","UKD6",15
"220","UKI1","UKD7",13
"221","UKI1","UKE1",4
"222","UKI1","UKE2",12
"223","UKI1","UKE3",6
"224","UKI1","UKE4",11
"225","UKI1","UKF1",21
"226","UKI1","UKF2",17
"227","UKI1","UKF3",5
"228","UKI1","UKG1",19
"229","UKI1","UKG2",19
"230","UKI1","UKG3",16
"231","UKI1","UKH1",37
"232","UKI1","UKH2",15
"233","UKI1","UKH3",16
"234","UKI1","UKI1",134
"235","UKI1","UKI2",38
"236","UKI1","UKJ1",46
"237","UKI1","UKJ2",44
"238","UKI1","UKJ3",19
"239","UKI1","UKJ4",22
"240","UKI1","UKK1",32
"241","UKI1","UKK2",16
"242","UKI1","UKK3",14
"243","UKI1","UKK4",9
"244","UKI1","UKL1",9
"245","UKI1","UKL2",8
"246","UKI1","UKM2",20
"247","UKI1","UKM3",10
"248","UKI1","UKM5",4
"249","UKI1","UKM6",7
"250","UKI1","UKN0",8
"251","UKI2","UKD3",1
"252","UKI2","UKD4",1
"253","UKI2","UKE1",1
"254","UKI2","UKE4",2
"255","UKI2","UKF1",2
"256","UKI2","UKF2",1
"257","UKI2","UKG1",1
"258","UKI2","UKG2",1
"259","UKI2","UKG3",1
"260","UKI2","UKH1",3
"261","UKI2","UKH2",4
"262","UKI2","UKI1",13
"263","UKI2","UKI2",45
"264","UKI2","UKJ1",4
"265","UKI2","UKJ2",1
"266","UKI2","UKJ4",3
"267","UKI2","UKK1",1
"268","UKI2","UKK2",3
"269","UKI2","UKM2",1
"270","UKI2","UKM3",3
"271","UKI2","UKM6",1
"272","UKJ1","UKC1",1
"273","UKJ1","UKC2",1
"274","UKJ1","UKD3",2
"275","UKJ1","UKD4",1
"276","UKJ1","UKE1",1
"277","UKJ1","UKE4",3
"278","UKJ1","UKF2",1
"279","UKJ1","UKG1",1
"280","UKJ1","UKG3",1
"281","UKJ1","UKH2",1
"282","UKJ1","UKH3",2
"283","UKJ1","UKI1",8
"284","UKJ1","UKI2",2
"285","UKJ1","UKJ1",16
"286","UKJ1","UKJ3",2
"287","UKJ1","UKK1",2
"288","UKJ1","UKM6",1
"289","UKJ2","UKC1",2
