"","origin","destination","weight"
"1","UKC1","UKC1",57
"2","UKC1","UKC2",4
"3","UKC1","UKD1",4
"4","UKC1","UKD4",1
"5","UKC1","UKD6",3
"6","UKC1","UKE2",4
"7","UKC1","UKE3",1
"8","UKC1","UKE4",2
"9","UKC1","UKF2",1
"10","UKC1","UKF3",1
"11","UKC1","UKG1",2
"12","UKC1","UKG2",1
"13","UKC1","UKG3",6
"14","UKC1","UKH1",5
"15","UKC1","UKH2",3
"16","UKC1","UKH3",3
"17","UKC1","UKI1",11
"18","UKC1","UKI2",3
"19","UKC1","UKJ1",2
"20","UKC1","UKJ2",11
"21","UKC1","UKJ3",6
"22","UKC1","UKJ4",3
"23","UKC1","UKK1",1
"24","UKC1","UKK2",2
"25","UKC1","UKK3",1
"26","UKC1","UKK4",3
"27","UKC1","UKL1",2
"28","UKC1","UKL2",2
"29","UKC1","UKM5",1
"30","UKC1","UKM6",2
"31","UKC2","UKC1",8
"32","UKC2","UKC2",34
"33","UKC2","UKD1",4
"34","UKC2","UKD3",2
"35","UKC2","UKD4",2
"36","UKC2","UKD6",1
"37","UKC2","UKD7",1
"38","UKC2","UKE2",1
"39","UKC2","UKE4",1
"40","UKC2","UKF1",3
"41","UKC2","UKF2",4
"42","UKC2","UKG1",1
"43","UKC2","UKG2",1
"44","UKC2","UKG3",1
"45","UKC2","UKH1",1
"46","UKC2","UKH2",2
"47","UKC2","UKH3",4
"48","UKC2","UKI1",6
"49","UKC2","UKI2",7
"50","UKC2","UKJ1",5
"51","UKC2","UKJ2",9
"52","UKC2","UKJ3",5
"53","UKC2","UKJ4",8
"54","UKC2","UKK1",3
"55","UKC2","UKK2",2
"56","UKC2","UKK4",3
"57","UKC2","UKL1",3
"58","UKC2","UKL2",1
"59","UKC2","UKM2",1
"60","UKC2","UKM5",1
"61","UKC2","UKM6",7
"62","UKC2","UKN0",1
"63","UKD1","UKC1",1
"64","UKD1","UKC2",1
"65","UKD1","UKD1",67
"66","UKD1","UKD3",19
"67","UKD1","UKD4",4
"68","UKD1","UKD6",6
"69","UKD1","UKD7",1
"70","UKD1","UKE3",1
"71","UKD1","UKF2",1
"72","UKD1","UKG1",1
"73","UKD1","UKG2",1
"74","UKD1","UKG3",1
"75","UKD1","UKH1",2
"76","UKD1","UKI1",7
"77","UKD1","UKI2",3
"78","UKD1","UKJ1",7
"79","UKD1","UKJ2",1
"80","UKD1","UKJ3",4
"81","UKD1","UKJ4",2
"82","UKD1","UKK1",1
"83","UKD1","UKK2",3
"84","UKD1","UKK3",2
"85","UKD1","UKL2",1
"86","UKD1","UKM3",2
"87","UKD1","UKM6",4
"88","UKD3","UKC1",3
"89","UKD3","UKD1",26
"90","UKD3","UKD3",1350
"91","UKD3","UKD4",48
"92","UKD3","UKD6",6
"93","UKD3","UKD7",3
"94","UKD3","UKE1",2
"95","UKD3","UKE3",1
"96","UKD3","UKF1",1
"97","UKD3","UKF2",3
"98","UKD3","UKF3",1
"99","UKD3","UKG1",16
"100","UKD3","UKG3",3
"101","UKD3","UKH1",13
"102","UKD3","UKH2",17
"103","UKD3","UKH3",3
"104","UKD3","UKI1",162
"105","UKD3","UKI2",5
"106","UKD3","UKJ1",33
"107","UKD3","UKJ2",8
"108","UKD3","UKJ3",22
"109","UKD3","UKJ4",2
"110","UKD3","UKK1",4
"111","UKD3","UKK2",1
"112","UKD3","UKK3",3
"113","UKD3","UKK4",1
"114","UKD3","UKL2",2
"115","UKD3","UKM3",2
"116","UKD3","UKM6",1
"117","UKD3","UKN0",1
"118","UKD4","UKC1",2
"119","UKD4","UKC2",1
"120","UKD4","UKD1",4
"121","UKD4","UKD3",40
"122","UKD4","UKD4",110
"123","UKD4","UKD6",2
"124","UKD4","UKD7",1
"125","UKD4","UKE1",2
"126","UKD4","UKE4",2
"127","UKD4","UKF1",2
"128","UKD4","UKF2",4
"129","UKD4","UKF3",1
"130","UKD4","UKG1",4
"131","UKD4","UKG2",1
"132","UKD4","UKG3",2
"133","UKD4","UKH1",1
"134","UKD4","UKH2",3
"135","UKD4","UKH3",2
"136","UKD4","UKI1",10
"137","UKD4","UKI2",8
"138","UKD4","UKJ1",2
"139","UKD4","UKJ2",13
"140","UKD4","UKJ3",4
"141","UKD4","UKJ4",4
"142","UKD4","UKK1",4
"143","UKD4","UKK2",1
"144","UKD4","UKK3",3
"145","UKD4","UKK4",1
"146","UKD4","UKL1",1
"147","UKD4","UKL2",1
"148","UKD4","UKM2",2
"149","UKD4","UKM3",2
"150","UKD4","UKM5",1
"151","UKD4","UKM6",4
"152","UKD6","UKD1",3
"153","UKD6","UKD3",14
"154","UKD6","UKD4",2
"155","UKD6","UKD6",42
