"","origin","destination","weight"
"1","UKC1","UKC1",17341
"2","UKC1","UKC2",655
"3","UKC1","UKD1",7
"4","UKC1","UKD3",92
"5","UKC1","UKD4",136
"6","UKC1","UKD6",12
"7","UKC1","UKD7",5
"8","UKC1","UKE1",7
"9","UKC1","UKE2",1340
"10","UKC1","UKE3",10
"11","UKC1","UKE4",2
"12","UKC1","UKF1",23
"13","UKC1","UKF2",237
"14","UKC1","UKG1",5
"15","UKC1","UKG2",22
"16","UKC1","UKG3",12
"17","UKC1","UKH1",36
"18","UKC1","UKH2",26
"19","UKC1","UKH3",27
"20","UKC1","UKI1",165
"21","UKC1","UKI2",65
"22","UKC1","UKJ1",239
"23","UKC1","UKJ2",382
"24","UKC1","UKJ3",27
"25","UKC1","UKJ4",8
"26","UKC1","UKK1",28
"27","UKC1","UKK2",3
"28","UKC1","UKK3",13
"29","UKC1","UKK4",47
"30","UKC1","UKL1",6
"31","UKC1","UKL2",8
"32","UKC1","UKM2",68
"33","UKC1","UKM3",36
"34","UKC1","UKM6",3
"35","UKC1","UKN0",3
"36","UKC2","UKC1",748
"37","UKC2","UKC2",6173
"38","UKC2","UKD1",26
"39","UKC2","UKD3",174
"40","UKC2","UKD4",47
"41","UKC2","UKD6",1
"42","UKC2","UKE1",4
"43","UKC2","UKE2",54
"44","UKC2","UKE3",13
"45","UKC2","UKE4",19
"46","UKC2","UKF1",39
"47","UKC2","UKF2",37
"48","UKC2","UKF3",11
"49","UKC2","UKG1",29
"50","UKC2","UKG2",8
"51","UKC2","UKG3",4
"52","UKC2","UKH1",2
"53","UKC2","UKH2",52
"54","UKC2","UKH3",2
"55","UKC2","UKI1",4201
"56","UKC2","UKI2",168
"57","UKC2","UKJ1",112
"58","UKC2","UKJ2",129
"59","UKC2","UKJ3",34
"60","UKC2","UKJ4",5
"61","UKC2","UKK1",40
"62","UKC2","UKK3",45
"63","UKC2","UKK4",76
"64","UKC2","UKL1",4
"65","UKC2","UKL2",22
"66","UKC2","UKM2",150
"67","UKC2","UKM3",23
"68","UKC2","UKM6",6
"69","UKC2","UKN0",13
"70","UKD1","UKC1",16
"71","UKD1","UKC2",6
"72","UKD1","UKD1",5420
"73","UKD1","UKD3",96
"74","UKD1","UKD4",263
"75","UKD1","UKD6",5
"76","UKD1","UKE1",29
"77","UKD1","UKE2",28
"78","UKD1","UKF1",34
"79","UKD1","UKF2",48
"80","UKD1","UKF3",1
"81","UKD1","UKG1",37
"82","UKD1","UKG2",20
"83","UKD1","UKH1",178
"84","UKD1","UKH2",30
"85","UKD1","UKH3",16
"86","UKD1","UKI1",277
"87","UKD1","UKI2",10
"88","UKD1","UKJ1",278
"89","UKD1","UKJ2",63
"90","UKD1","UKJ3",30
"91","UKD1","UKJ4",31
"92","UKD1","UKK1",26
"93","UKD1","UKK2",11
"94","UKD1","UKK3",20
"95","UKD1","UKK4",51
"96","UKD1","UKL1",4
"97","UKD1","UKL2",1
"98","UKD1","UKM2",54
"99","UKD1","UKM3",1
"100","UKD1","UKM6",12
"101","UKD1","UKN0",15
"102","UKD3","UKC1",844
"103","UKD3","UKC2",13
"104","UKD3","UKD1",11
"105","UKD3","UKD3",16750
"106","UKD3","UKD4",162
"107","UKD3","UKD6",137
"108","UKD3","UKD7",89
"109","UKD3","UKE1",68
"110","UKD3","UKE2",12
"111","UKD3","UKE3",856
"112","UKD3","UKE4",63
"113","UKD3","UKF1",203
"114","UKD3","UKF2",43
"115","UKD3","UKF3",23
"116","UKD3","UKG1",52
"117","UKD3","UKG2",465
"118","UKD3","UKG3",42
"119","UKD3","UKH1",67
"120","UKD3","UKH2",298
"121","UKD3","UKH3",986
"122","UKD3","UKI1",187
"123","UKD3","UKI2",1437
"124","UKD3","UKJ1",141
"125","UKD3","UKJ2",217
"126","UKD3","UKJ3",111
"127","UKD3","UKJ4",32
"128","UKD3","UKK1",773
"129","UKD3","UKK2",134
"130","UKD3","UKK4",47
"131","UKD3","UKL1",26
"132","UKD3","UKL2",70
"133","UKD3","UKM2",90
"134","UKD3","UKM3",45
"135","UKD3","UKM6",1
"136","UKD3","UKN0",28
"137","UKD4","UKC1",71
"138","UKD4","UKC2",8
"139","UKD4","UKD1",91
"140","UKD4","UKD3",321
"141","UKD4","UKD4",18049
"142","UKD4","UKD6",35
"143","UKD4","UKE1",167
"144","UKD4","UKE2",13
"145","UKD4","UKE3",17
"146","UKD4","UKE4",44
"147","UKD4","UKF1",143
"148","UKD4","UKF2",139
"149","UKD4","UKF3",7
"150","UKD4","UKG1",112
"151","UKD4","UKG2",59
"152","UKD4","UKG3",8
"153","UKD4","UKH1",55
"154","UKD4","UKH2",33
"155","UKD4","UKH3",10
"156","UKD4","UKI1",3113
"157","UKD4","UKI2",79
"158","UKD4","UKJ1",353
"159","UKD4","UKJ2",135
"160","UKD4","UKJ3",51
"161","UKD4","UKJ4",34
"162","UKD4","UKK1",800
"163","UKD4","UKK2",26
"164","UKD4","UKK3",21
"165","UKD4","UKK4",18
"166","UKD4","UKL1",20
"167","UKD4","UKL2",11
"168","UKD4","UKM2",114
"169","UKD4","UKM3",143
"170","UKD4","UKM5",4
"171","UKD4","UKM6",1
"172","UKD4","UKN0",22
"173","UKD6","UKC1",3
"174","UKD6","UKD1",1
"175","UKD6","UKD3",184
"176","UKD6","UKD4",12
"177","UKD6","UKD6",49110
"178","UKD6","UKD7",133
"179","UKD6","UKE1",5
"180","UKD6","UKE2",21
"181","UKD6","UKE3",9
"182","UKD6","UKE4",13
"183","UKD6","UKF1",873
"184","UKD6","UKF2",12
"185","UKD6","UKF3",16
"186","UKD6","UKG1",14
"187","UKD6","UKG2",95
"188","UKD6","UKG3",27
"189","UKD6","UKH1",39
"190","UKD6","UKH2",26
"191","UKD6","UKH3",29
"192","UKD6","UKI1",1890
"193","UKD6","UKI2",9
"194","UKD6","UKJ1",21
"195","UKD6","UKJ2",96
"196","UKD6","UKJ3",7
"197","UKD6","UKJ4",44
"198","UKD6","UKK1",20
"199","UKD6","UKK2",72
"200","UKD6","UKK3",4
"201","UKD6","UKK4",28
"202","UKD6","UKL1",7
"203","UKD6","UKL2",16
"204","UKD6","UKM2",38
"205","UKD6","UKM3",141
"206","UKD6","UKM6",3
"207","UKD6","UKN0",294
"208","UKD7","UKC2",2
"209","UKD7","UKD3",446
"210","UKD7","UKD4",7
"211","UKD7","UKD6",5
"212","UKD7","UKD7",712
"213","UKD7","UKE2",1
"214","UKD7","UKE3",2
"215","UKD7","UKE4",1
"216","UKD7","UKF1",1
"217","UKD7","UKF3",2
"218","UKD7","UKG1",3
"219","UKD7","UKG2",9
"220","UKD7","UKG3",1
"221","UKD7","UKH1",12
"222","UKD7","UKI1",7
"223","UKD7","UKJ1",2
"224","UKD7","UKJ3",1
"225","UKD7","UKK4",1
"226","UKD7","UKL1",2
"227","UKD7","UKM2",5
"228","UKD7","UKM3",18
"229","UKE1","UKC1",85
"230","UKE1","UKC2",4
"231","UKE1","UKD1",15
"232","UKE1","UKD3",250
"233","UKE1","UKD4",8
"234","UKE1","UKD7",11
"235","UKE1","UKE1",98680
"236","UKE1","UKE2",93
"237","UKE1","UKE3",35
"238","UKE1","UKE4",7
"239","UKE1","UKF1",147
"240","UKE1","UKF2",13
"241","UKE1","UKF3",32
"242","UKE1","UKG1",8
"243","UKE1","UKG2",3
"244","UKE1","UKG3",271
"245","UKE1","UKH1",35
"246","UKE1","UKH2",25
"247","UKE1","UKH3",22
"248","UKE1","UKI1",51
"249","UKE1","UKI2",100
"250","UKE1","UKJ1",79
"251","UKE1","UKJ2",28
"252","UKE1","UKJ3",354
"253","UKE1","UKK1",54
"254","UKE1","UKK2",20
"255","UKE1","UKK3",4
"256","UKE1","UKK4",4
"257","UKE1","UKL2",19
"258","UKE1","UKM2",12
"259","UKE1","UKM3",1
"260","UKE1","UKM6",1
"261","UKE1","UKN0",2
"262","UKE2","UKC1",260
"263","UKE2","UKC2",12
"264","UKE2","UKD1",2
"265","UKE2","UKD3",77
"266","UKE2","UKD4",98
"267","UKE2","UKD6",4
"268","UKE2","UKD7",7
"269","UKE2","UKE1",99
"270","UKE2","UKE2",7380
"271","UKE2","UKE3",26
"272","UKE2","UKE4",252
"273","UKE2","UKF1",19
"274","UKE2","UKF2",27
"275","UKE2","UKF3",22
"276","UKE2","UKG2",35
"277","UKE2","UKG3",17
"278","UKE2","UKH1",51
"279","UKE2","UKH2",10
