"","origin","destination","weight"
"1","UKC1","UKC1",4430110
"2","UKC1","UKC2",11073
"3","UKC1","UKD1",14
"4","UKC1","UKD3",311
"5","UKC1","UKD4",222
"6","UKC1","UKD6",196
"7","UKC1","UKD7",72
"8","UKC1","UKE1",20
"9","UKC1","UKE2",1583
"10","UKC1","UKE3",779
"11","UKC1","UKE4",2209
"12","UKC1","UKF1",8791
"13","UKC1","UKF2",366
"14","UKC1","UKF3",25
"15","UKC1","UKG1",1506
"16","UKC1","UKG2",5307
"17","UKC1","UKG3",205
"18","UKC1","UKH1",716
"19","UKC1","UKH2",250
"20","UKC1","UKH3",116
"21","UKC1","UKI1",26292
"22","UKC1","UKI2",849
"23","UKC1","UKJ1",3335
"24","UKC1","UKJ2",632
"25","UKC1","UKJ3",270
"26","UKC1","UKJ4",195
"27","UKC1","UKK1",310
"28","UKC1","UKK2",134
"29","UKC1","UKK3",37
"30","UKC1","UKK4",109
"31","UKC1","UKL1",3250
"32","UKC1","UKL2",32
"33","UKC1","UKM2",132601
"34","UKC1","UKM3",248
"35","UKC1","UKM5",101
"36","UKC1","UKM6",18
"37","UKC1","UKN0",4
"38","UKC2","UKC1",1436
"39","UKC2","UKC2",4953797
"40","UKC2","UKD1",177
"41","UKC2","UKD3",1887
"42","UKC2","UKD4",192
"43","UKC2","UKD6",21
"44","UKC2","UKD7",4
"45","UKC2","UKE1",72
"46","UKC2","UKE2",534
"47","UKC2","UKE3",4994
"48","UKC2","UKE4",535
"49","UKC2","UKF1",2386
"50","UKC2","UKF2",398
"51","UKC2","UKF3",174
"52","UKC2","UKG1",83
"53","UKC2","UKG2",934
"54","UKC2","UKG3",306
"55","UKC2","UKH1",805
"56","UKC2","UKH2",396
"57","UKC2","UKH3",238
"58","UKC2","UKI1",29433
"59","UKC2","UKI2",11390
"60","UKC2","UKJ1",3844
"61","UKC2","UKJ2",993
"62","UKC2","UKJ3",279
"63","UKC2","UKJ4",631
"64","UKC2","UKK1",1938
"65","UKC2","UKK2",51
"66","UKC2","UKK3",97
"67","UKC2","UKK4",234
"68","UKC2","UKL1",35
"69","UKC2","UKL2",100
"70","UKC2","UKM2",469
"71","UKC2","UKM3",6427
"72","UKC2","UKM5",108
"73","UKC2","UKM6",46
"74","UKC2","UKN0",62
"75","UKD1","UKC1",54
"76","UKD1","UKC2",16
"77","UKD1","UKD1",4905346
"78","UKD1","UKD3",3390
"79","UKD1","UKD4",476
"80","UKD1","UKD6",26
"81","UKD1","UKD7",91
"82","UKD1","UKE1",73
"83","UKD1","UKE2",500
"84","UKD1","UKE3",442
"85","UKD1","UKE4",550
"86","UKD1","UKF1",461
"87","UKD1","UKF2",206
"88","UKD1","UKF3",11
"89","UKD1","UKG1",996
"90","UKD1","UKG2",103
"91","UKD1","UKG3",77
"92","UKD1","UKH1",236
"93","UKD1","UKH2",4291
"94","UKD1","UKH3",90
"95","UKD1","UKI1",84118
"96","UKD1","UKI2",1328
"97","UKD1","UKJ1",2155
"98","UKD1","UKJ2",272
"99","UKD1","UKJ3",322
"100","UKD1","UKJ4",96
"101","UKD1","UKK1",1274
"102","UKD1","UKK2",27
"103","UKD1","UKK3",32
"104","UKD1","UKK4",210
"105","UKD1","UKL1",38
"106","UKD1","UKL2",231
"107","UKD1","UKM2",131
"108","UKD1","UKM3",34
"109","UKD1","UKM5",194
"110","UKD1","UKM6",652
"111","UKD1","UKN0",16
"112","UKD3","UKC1",948
"113","UKD3","UKC2",295
"114","UKD3","UKD1",39
"115","UKD3","UKD3",38400388
"116","UKD3","UKD4",911
"117","UKD3","UKD6",1630
"118","UKD3","UKD7",138
"119","UKD3","UKE1",95
"120","UKD3","UKE2",2744
"121","UKD3","UKE3",4282
"122","UKD3","UKE4",300
"123","UKD3","UKF1",5792
"124","UKD3","UKF2",3652
"125","UKD3","UKF3",33
"126","UKD3","UKG1",589
"127","UKD3","UKG2",939
"128","UKD3","UKG3",6531
"129","UKD3","UKH1",995
"130","UKD3","UKH2",1934
"131","UKD3","UKH3",1958
"132","UKD3","UKI1",150266
"133","UKD3","UKI2",5307
"134","UKD3","UKJ1",5908
"135","UKD3","UKJ2",1767
"136","UKD3","UKJ3",94579
"137","UKD3","UKJ4",390
"138","UKD3","UKK1",2009
"139","UKD3","UKK2",1448
"140","UKD3","UKK3",49
"141","UKD3","UKK4",611
"142","UKD3","UKL1",853
"143","UKD3","UKL2",159
"144","UKD3","UKM2",1286
"145","UKD3","UKM3",324
"146","UKD3","UKM5",387
"147","UKD3","UKM6",153
"148","UKD3","UKN0",59
"149","UKD4","UKC1",92
"150","UKD4","UKC2",291
"151","UKD4","UKD1",301
"152","UKD4","UKD3",741
"153","UKD4","UKD4",17286999
"154","UKD4","UKD6",831
"155","UKD4","UKD7",37
"156","UKD4","UKE1",244
"157","UKD4","UKE2",2385
"158","UKD4","UKE3",252
"159","UKD4","UKE4",1026
"160","UKD4","UKF1",5422
"161","UKD4","UKF2",398
"162","UKD4","UKF3",21
"163","UKD4","UKG1",365
"164","UKD4","UKG2",305
"165","UKD4","UKG3",170
"166","UKD4","UKH1",4750
"167","UKD4","UKH2",780
"168","UKD4","UKH3",241
"169","UKD4","UKI1",31312
"170","UKD4","UKI2",6847
"171","UKD4","UKJ1",9145
"172","UKD4","UKJ2",5627
"173","UKD4","UKJ3",1418
"174","UKD4","UKJ4",503
"175","UKD4","UKK1",1468
"176","UKD4","UKK2",173
"177","UKD4","UKK3",1784
"178","UKD4","UKK4",376
"179","UKD4","UKL1",77
"180","UKD4","UKL2",122
"181","UKD4","UKM2",581
"182","UKD4","UKM3",207
"183","UKD4","UKM5",309
"184","UKD4","UKM6",35
"185","UKD4","UKN0",31
"186","UKD6","UKC1",1696
"187","UKD6","UKC2",11
"188","UKD6","UKD1",43
"189","UKD6","UKD3",675
"190","UKD6","UKD4",26646
"191","UKD6","UKD6",9266323
"192","UKD6","UKD7",249
"193","UKD6","UKE1",15
"194","UKD6","UKE2",1789
"195","UKD6","UKE3",128
"196","UKD6","UKE4",20694
"197","UKD6","UKF1",2966
"198","UKD6","UKF2",861
"199","UKD6","UKF3",22
"200","UKD6","UKG1",2504
"201","UKD6","UKG2",10528
"202","UKD6","UKG3",415
"203","UKD6","UKH1",193
"204","UKD6","UKH2",1471
"205","UKD6","UKH3",875
"206","UKD6","UKI1",21815
"207","UKD6","UKI2",1106
"208","UKD6","UKJ1",1549
"209","UKD6","UKJ2",40301
"210","UKD6","UKJ3",887
"211","UKD6","UKJ4",634
"212","UKD6","UKK1",823
"213","UKD6","UKK2",603
"214","UKD6","UKK3",21
"215","UKD6","UKK4",216
"216","UKD6","UKL1",51
"217","UKD6","UKL2",93
"218","UKD6","UKM2",490
"219","UKD6","UKM3",559
"220","UKD6","UKM5",126
"221","UKD6","UKM6",16
"222","UKD6","UKN0",295
"223","UKD7","UKC1",4
"224","UKD7","UKC2",5
"225","UKD7","UKD1",3
"226","UKD7","UKD3",695
"227","UKD7","UKD4",30
"228","UKD7","UKD6",37
"229","UKD7","UKD7",3334401
"230","UKD7","UKE2",431
"231","UKD7","UKE3",1417
"232","UKD7","UKE4",12
"233","UKD7","UKF1",90
"234","UKD7","UKF2",3
"235","UKD7","UKF3",3
"236","UKD7","UKG1",5
"237","UKD7","UKG2",23
"238","UKD7","UKG3",27
"239","UKD7","UKH1",44
"240","UKD7","UKH2",217
"241","UKD7","UKH3",15
"242","UKD7","UKI1",40517
"243","UKD7","UKI2",308
"244","UKD7","UKJ1",4922
"245","UKD7","UKJ2",129
"246","UKD7","UKJ3",290
"247","UKD7","UKJ4",20
"248","UKD7","UKK1",9
"249","UKD7","UKK2",10
"250","UKD7","UKK4",5
"251","UKD7","UKL1",131
"252","UKD7","UKM2",27
"253","UKD7","UKM3",164
"254","UKD7","UKM5",24
"255","UKD7","UKM6",24
"256","UKD7","UKN0",154
"257","UKE1","UKC1",1403
"258","UKE1","UKC2",3269
"259","UKE1","UKD1",45
"260","UKE1","UKD3",324
"261","UKE1","UKD4",154
"262","UKE1","UKD6",152
"263","UKE1","UKD7",14
"264","UKE1","UKE1",2734520
"265","UKE1","UKE2",236
"266","UKE1","UKE3",367
"267","UKE1","UKE4",220
"268","UKE1","UKF1",983
"269","UKE1","UKF2",148
"270","UKE1","UKF3",68
"271","UKE1","UKG1",25
"272","UKE1","UKG2",63
"273","UKE1","UKG3",500
"274","UKE1","UKH1",1890
"275","UKE1","UKH2",188
"276","UKE1","UKH3",120
"277","UKE1","UKI1",8503
"278","UKE1","UKI2",3798
"279","UKE1","UKJ1",1123
"280","UKE1","UKJ2",417
"281","UKE1","UKJ3",481
"282","UKE1","UKJ4",83
"283","UKE1","UKK1",1039
"284","UKE1","UKK2",27
"285","UKE1","UKK3",14
"286","UKE1","UKK4",313
"287","UKE1","UKL1",18
"288","UKE1","UKL2",408
"289","UKE1","UKM2",70
"290","UKE1","UKM3",17
"291","UKE1","UKM5",68
"292","UKE1","UKM6",11
"293","UKE1","UKN0",2
"294","UKE2","UKC1",288
"295","UKE2","UKC2",1302
"296","UKE2","UKD1",453
"297","UKE2","UKD3",209
"298","UKE2","UKD4",707
"299","UKE2","UKD6",99
"300","UKE2","UKD7",8
"301","UKE2","UKE1",327
"302","UKE2","UKE2",5585109
"303","UKE2","UKE3",153
"304","UKE2","UKE4",596
"305","UKE2","UKF1",2666
"306","UKE2","UKF2",227
"307","UKE2","UKF3",24
"308","UKE2","UKG1",254
"309","UKE2","UKG2",183
"310","UKE2","UKG3",219
"311","UKE2","UKH1",1096
"312","UKE2","UKH2",1393
"313","UKE2","UKH3",282
"314","UKE2","UKI1",7425
"315","UKE2","UKI2",3230
"316","UKE2","UKJ1",7004
"317","UKE2","UKJ2",726
"318","UKE2","UKJ3",517
"319","UKE2","UKJ4",388
"320","UKE2","UKK1",485
"321","UKE2","UKK2",340
"322","UKE2","UKK3",79
"323","UKE2","UKK4",201
"324","UKE2","UKL1",1826
"325","UKE2","UKL2",41
"326","UKE2","UKM2",142
"327","UKE2","UKM3",747
"328","UKE2","UKM5",211
"329","UKE2","UKM6",72
"330","UKE2","UKN0",48
"331","UKE3","UKC1",44
"332","UKE3","UKC2",164
"333","UKE3","UKD1",57
"334","UKE3","UKD3",1197
"335","UKE3","UKD4",254
"336","UKE3","UKD6",75745
"337","UKE3","UKD7",70518
"338","UKE3","UKE1",1127
"339","UKE3","UKE2",11777
"340","UKE3","UKE3",71154818
"341","UKE3","UKE4",485
"342","UKE3","UKF1",2596
"343","UKE3","UKF2",2210
"344","UKE3","UKF3",168
"345","UKE3","UKG1",1949
"346","UKE3","UKG2",225
"347","UKE3","UKG3",177
"348","UKE3","UKH1",2147
"349","UKE3","UKH2",517
"350","UKE3","UKH3",408
"351","UKE3","UKI1",14085
"352","UKE3","UKI2",3675
"353","UKE3","UKJ1",6524
"354","UKE3","UKJ2",46255
"355","UKE3","UKJ3",832
"356","UKE3","UKJ4",412
"357","UKE3","UKK1",501
"358","UKE3","UKK2",82
"359","UKE3","UKK3",200
"360","UKE3","UKK4",195
"361","UKE3","UKL1",18829
"362","UKE3","UKL2",47
"363","UKE3","UKM2",76
"364","UKE3","UKM3",42
"365","UKE3","UKM5",200
"366","UKE3","UKM6",34
"367","UKE3","UKN0",2
"368","UKE4","UKC1",826
"369","UKE4","UKC2",6813
"370","UKE4","UKD1",101
"371","UKE4","UKD3",544
"372","UKE4","UKD4",867
"373","UKE4","UKD6",73
"374","UKE4","UKD7",61
"375","UKE4","UKE1",70
"376","UKE4","UKE2",1542
"377","UKE4","UKE3",512
"378","UKE4","UKE4",17820551
"379","UKE4","UKF1",1854
"380","UKE4","UKF2",214
"381","UKE4","UKF3",25
"382","UKE4","UKG1",394
"383","UKE4","UKG2",251
"384","UKE4","UKG3",326
"385","UKE4","UKH1",4654
"386","UKE4","UKH2",2484
"387","UKE4","UKH3",607
"388","UKE4","UKI1",13366
"389","UKE4","UKI2",2846
"390","UKE4","UKJ1",3447
"391","UKE4","UKJ2",879
"392","UKE4","UKJ3",29103
"393","UKE4","UKJ4",1278
"394","UKE4","UKK1",1486
"395","UKE4","UKK2",362
"396","UKE4","UKK3",132
"397","UKE4","UKK4",1447
"398","UKE4","UKL1",133
"399","UKE4","UKL2",269
"400","UKE4","UKM2",659
"401","UKE4","UKM3",70
"402","UKE4","UKM5",211
"403","UKE4","UKM6",1233
"404","UKE4","UKN0",14
"405","UKF1","UKC1",369
"406","UKF1","UKC2",216
"407","UKF1","UKD1",105
"408","UKF1","UKD3",8676
"409","UKF1","UKD4",893
"410","UKF1","UKD6",150
"411","UKF1","UKD7",73
"412","UKF1","UKE1",158
"413","UKF1","UKE2",653
"414","UKF1","UKE3",1760
"415","UKF1","UKE4",1019
"416","UKF1","UKF1",13283555
"417","UKF1","UKF2",1337
"418","UKF1","UKF3",388
"419","UKF1","UKG1",560
"420","UKF1","UKG2",1625
"421","UKF1","UKG3",263
"422","UKF1","UKH1",3980
"423","UKF1","UKH2",719
"424","UKF1","UKH3",591
"425","UKF1","UKI1",17866
"426","UKF1","UKI2",6787
"427","UKF1","UKJ1",10976
"428","UKF1","UKJ2",716
"429","UKF1","UKJ3",319
"430","UKF1","UKJ4",1167
"431","UKF1","UKK1",8504
"432","UKF1","UKK2",2247
"433","UKF1","UKK3",166
"434","UKF1","UKK4",2008
"435","UKF1","UKL1",323
"436","UKF1","UKL2",1874
"437","UKF1","UKM2",256
"438","UKF1","UKM3",40
"439","UKF1","UKM5",445
"440","UKF1","UKM6",193
"441","UKF1","UKN0",5
"442","UKF2","UKC1",439
"443","UKF2","UKC2",2000
"444","UKF2","UKD1",406
"445","UKF2","UKD3",2600
"446","UKF2","UKD4",590
"447","UKF2","UKD6",656
"448","UKF2","UKD7",357
"449","UKF2","UKE1",476
"450","UKF2","UKE2",2022
"451","UKF2","UKE3",220
"452","UKF2","UKE4",1693
"453","UKF2","UKF1",1499
"454","UKF2","UKF2",19085216
"455","UKF2","UKF3",734
"456","UKF2","UKG1",1566
"457","UKF2","UKG2",188
"458","UKF2","UKG3",694
"459","UKF2","UKH1",949
"460","UKF2","UKH2",1613
"461","UKF2","UKH3",560
"462","UKF2","UKI1",31861
"463","UKF2","UKI2",7542
"464","UKF2","UKJ1",20229
"465","UKF2","UKJ2",1380
"466","UKF2","UKJ3",1817
"467","UKF2","UKJ4",846
"468","UKF2","UKK1",3506
"469","UKF2","UKK2",450
"470","UKF2","UKK3",337
"471","UKF2","UKK4",462
"472","UKF2","UKL1",1977
"473","UKF2","UKL2",178
"474","UKF2","UKM2",393
"475","UKF2","UKM3",82
"476","UKF2","UKM5",224
"477","UKF2","UKM6",67
"478","UKF2","UKN0",25
"479","UKF3","UKC1",262
"480","UKF3","UKC2",126
"481","UKF3","UKD1",37
"482","UKF3","UKD3",91
"483","UKF3","UKD4",12
"484","UKF3","UKD6",128
"485","UKF3","UKE1",78
"486","UKF3","UKE2",2537
"487","UKF3","UKE3",74
"488","UKF3","UKE4",83
"489","UKF3","UKF1",574
"490","UKF3","UKF2",119
"491","UKF3","UKF3",8707696
"492","UKF3","UKG1",38
"493","UKF3","UKG2",911
"494","UKF3","UKG3",439
"495","UKF3","UKH1",1047
"496","UKF3","UKH2",151
"497","UKF3","UKH3",91
"498","UKF3","UKI1",7746
"499","UKF3","UKI2",520
"500","UKF3","UKJ1",2596
"501","UKF3","UKJ2",445
"502","UKF3","UKJ3",377
"503","UKF3","UKJ4",74
"504","UKF3","UKK1",888
"505","UKF3","UKK2",36
"506","UKF3","UKK3",26
"507","UKF3","UKK4",36
"508","UKF3","UKL1",123
"509","UKF3","UKL2",38
"510","UKF3","UKM2",77
"511","UKF3","UKM3",11
"512","UKF3","UKM5",228
